0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
174.0907197472126,179.26217152141464,187.32382296108753,181.7195415379976,190.13340452891248,180.40048449482333,192.06602889560318,189.7294189065007,192.9043590415676,189.06262561574832,189.09002934501032,177.7911594534389,178.33559694884713,192.31917900314383,193.868820570307,180.82398581507442,189.6617602273357,197.5965446907606,179.86583464061806,183.65976825265884,182.6468607849972,181.04479929769272,193.51584443864962,193.4722339919708,190.05017614822577,185.20579195031547,186.14993452257985,190.33493500337983,195.61300410406201,177.4929816190415,176.17118256289,196.1630397088946,179.054197116806,187.89262687556004,190.65786566551915,180.26437095196684,186.83697442844493,188.5108829041838,181.13553060024796,192.6349132985299,181.21654760332729,181.7250444264271,186.6322654894643,181.92038403546835,181.64442100268903,114.30362701416016,193.83862067442578,194.3551764354274,183.40954953236337,176.16414693355915,193.19065068594685,184.85724082425597,190.01763396020277,187.5876202138671,192.88692024604146,196.32919386031463,179.1985142366914,192.2979081177368,187.17562053452912,191.5103345461104,189.29859600092857,181.9948849423737,187.44950712576036,175.74571824835022,184.18752659836645,191.91638371467783,186.74389628656868,187.4352406066843,186.72015436667058,191.27892555512523,192.8923299701008,189.60937075490392,187.1745221933504,181.5020008240636,189.81919812831637,184.30269450963402,177.40911569009617,180.38909274383866,179.47583918688557,194.1732287579453,194.1884327019511,173.1908049820383,181.55940152290214,179.98448853338442,182.56488533338157,190.68529757774647,181.44745668744693,189.26421837819723,181.21165746367348,181.8204285132439,177.16504235531008,189.33217423561678,187.27293108915876,249.2920859451075,177.77967720752815,183.63172636283053
185.35986994292216,189.6583331355167,184.07765702383682,176.99650631821828,185.25942783063917,174.82665919372857,191.79340937761802,177.5578697856609,187.0201596959358,181.248615612234,193.71561668872528,175.64836990326253,193.2320428871425,112.16841125488281,177.4548713702139,183.9085416717067,178.14741691565922,187.50968552246368,183.2531698240225,191.6334886951136,174.15087616257406,194.32707788692124,188.22574808117378,182.53555523015268,182.94023650780838,193.3775814510446,186.38688601513576,183.5695735069084,196.89993567684962,189.80648270959142,177.54041973503843,187.50341651180318,196.58174616673557,184.53046581504154,180.5107749380581,182.64460172060222,189.01401408924738,180.58697686751594,181.33304352112654,200.30249678982946,179.8542671447213,196.41933447750108,184.13783914385445,177.89531142034645,183.11943414889916,176.35635194391082,188.13874188379944,182.3554084199667,179.31973709728555,175.81164617240586,195.83605819873108,196.745383062764,196.88864835555734,189.20845218071247,193.29263394099937,190.78889688529148,197.45813935259667,179.80767304019423,177.66574211100468,187.24895866353958,191.54416203154716,178.55531613828416,191.9452986939593,176.81674403972744,180.83105642216748,195.05079842581466,178.92389808285392,188.58303748026384,191.83747902099486,183.39877617164757,187.80522316344133,180.2168297705617,193.15069411725517,193.31047432148685,192.55493212786783,191.41583062915947,174.36923625604012,190.28185642218074,179.6840398736845,187.0786983383926,183.83657353409208,179.94307535026377,207.67760751889912,186.05421255119649,187.26734696049243,185.0179904347018,183.13506429793773,196.8214169472113,180.34411020310594,181.78351199535518,187.17688725835876,193.67372954200124,184.568607439438,247.59697341200368,185.84952773499782,193.23896574661944
174.3244174866163,190.42221644012957,191.41455478420616,185.27125015219744,187.10835495862312,188.58907689974583,190.22422297923615,182.8253558360188,193.19749137688933,177.2291976115193,174.4979889481636,182.13075465841044,173.71382931608287,188.15335062528985,188.4377983874699,180.6407878178763,199.9953636456268,191.00758320488833,181.16036059380454,181.44004454895438,189.68437546771196,193.54046566429784,177.12201076539807,180.16317641996443,190.70650947096516,185.94713630695284,188.22547193398472,197.38633500969138,182.16792055894612,189.9181254895242,183.6490079581768,194.61632550475503,193.23842619692982,193.84261338698832,183.53026336359164,178.11918897311625,195.6480305968338,178.98595955884457,183.71942814341858,196.44875800255653,180.92385038459767,184.24768975771377,178.74459613506855,175.7293522736911,175.75760384770186,187.2033605773508,193.10826456837225,186.72181975753836,181.73906340437554,187.5534631465298,182.8379207443003,188.17384040695052,184.20164568914322,198.491609257885,181.05548209784362,182.71196005261518,182.4358157484166,178.9314407168059,186.6363782126686,184.85412610469268,189.95924967202282,178.35943218550426,184.97820401467396,194.27516097051054,190.94445274481777,179.072215300253,189.75309405858175,178.98653891215253,183.36044199882764,191.796299372048,176.88878180012134,183.7577782229326,191.80159931674154,194.45439051296287,191.57975371916723,185.0675617466923,173.42677427742146,183.05627406896392,172.6319217371716,189.45532811105176,180.4019312290243,182.7915341693467,185.69876875067123,190.6835794699435,179.15003963622155,176.32747953142504,186.67115624986525,190.23820835591474,182.46047021027252,190.58543954000447,178.7698413629517,181.30552736155198,176.34523094267712,189.8258849287898,177.99818025460542,181.72976005776806
230.63986191492904,101.1158561706543,181.25353785338842,245.88986489983535,193.90991221106577,179.82236290515888,108.26799011230469,87.73348999023438,186.19042911343936,175.6385515376689,175.72300312494193,189.21093619962502,181.42436585903906,248.61271678073422,106.93540573120117,102.79874420166016,183.1320796936669,191.74779692594163,192.35805842344786,193.21682406114778,107.66568756103516,192.80825880937874,194.96485720417823,189.16738079595558,200.87396899757255,190.50739121727122,176.11880923814218,194.8985811719404,192.60087452307616,191.24590774213488,177.85232403027717,204.45184083735555,201.39471566666342,196.0784401872279,197.85972979766237,201.9113422200287,202.1603634054814,181.13022232776487,178.2057027314642,195.42429548079465,186.10143067883308,195.8586948046038,182.43043237712234,190.59190450312005,191.45578873775526,185.55677851038854,195.22108863637447,198.23749386742682,181.21041496748086,193.61478093353895,199.79577162296,186.92186226541207,207.63100185331078,203.26061763268083,203.86734740713467,192.58754137253996,204.908664262315,200.47461691600236,193.33864493588726,186.09381907094894,187.290474384391,193.96349816992876,205.3782875861868,182.1296590843501,195.37746149027768,197.4938787446186,214.29012650001823,183.67403572047544,190.9471009896417,191.15672967781444,114.50987243652344,186.42140477889131,181.4429151144188,200.5352090483607,195.085869866382,186.42673262417173,207.5533366965705,173.9742070192602,99.87159729003906,108.26836776733398,195.00698479758515,178.2888814587291,192.52552700152478,197.9024567932261,181.97164692733173,191.1917824095815,185.85764989459844,203.35770751599253,197.66460936268516,235.96028864257636,186.44331696224114,199.10616122819076,198.939753888309,100.16351318359374,185.82014551580167,193.75582503473115
114.4873046875,230.2709129835392,178.91173367216516,180.2841921908825,195.1001210985608,182.87327090489495,185.26883424664203,109.20408248901367,193.94723987636465,182.98284332190647,173.75793418192325,194.1763406475939,192.30007980743073,108.30144119262695,177.6855425309903,184.4663512053345,178.61500831399232,190.41118164568198,181.24487687973192,189.46382771337008,192.97460923937842,183.74878922510405,175.55196864556348,185.04255208994044,193.9268140532043,186.01866732148844,186.26957112832642,187.22134197151848,185.3792702787851,188.0364477230164,180.11946431365166,189.37184026034458,193.68427296312697,202.12471909615965,186.14767745359117,187.76370970065884,202.6034497001233,183.54732283910954,194.44752546055977,194.24615514799845,180.98672071983012,179.53943773293483,187.97267288194593,174.2444054130776,186.3420827445809,180.04775053021783,197.25117041340746,187.98578711210905,193.5146504502378,190.84680957339648,197.51752615788726,193.43401143865364,191.91997417086338,194.02809984440512,188.3036386127947,199.62767680932816,182.66831454309255,193.34159659096503,182.1482663803221,180.7158025648308,183.30803482344714,186.08128038316792,198.0455098960639,174.79887057405784,195.06342506382802,184.12826524991945,114.45649719238281,177.84298427882106,189.2251516532001,191.93542092389964,191.5909829565526,177.77338239800923,198.58337095282738,187.73186937020841,180.12023130432766,195.2058070292089,114.3730583190918,174.41894681344326,233.90358126726284,184.01042622825355,196.78243343689496,185.19430636560315,114.12322235107422,195.05888461987306,181.31082175078203,191.20246760401938,195.59509650565002,190.646859474922,183.22369271042308,191.11083834560466,184.9680702247786,185.7560551857379,191.80076666467724,229.57154309491006,175.78749920513184,178.04526475235912
183.03750152270266,192.3372902018696,188.19758549014333,183.91040287889282,186.7439639542806,206.40120815574463,186.8702632943882,205.7330619838409,198.76934269628953,113.09689331054688,199.07495462985992,180.5428303265059,248.6883019175824,192.4373041574694,191.8474489154858,211.1717317587912,210.15162604417253,195.862888173849,200.1581541621018,180.72895404749178,202.13033444575564,201.51196371573505,203.86606972381725,205.05267596363643,205.07038362929862,199.38900932711095,204.07172439573873,203.40191898000762,179.6128991614951,181.6280706382605,90.64781951904297,189.904195940742,188.86618633428213,182.3534817244248,84.29231452941895,193.51089980475123,197.05324829716537,219.61784887195896,190.0937532148858,185.51001257962983,201.811595627308,200.96359049010238,106.23079299926758,178.11412971884877,188.71494368000975,197.92131648995843,194.92496620462492,190.66281034183214,194.47690169438988,208.9149550877204,111.53476333618164,201.6076029337141,180.58738799336444,194.97107984130506,217.79172900896322,177.7242664704512,186.68632963192593,224.4618208714314,242.2926183984303,188.7032451762694,199.5050545072313,103.6002426147461,191.13972551834627,196.20436332695053,198.70200976690592,201.72935705247522,183.50363776736032,238.31249246781022,194.41725751089388,207.71733138475844,192.5057315896181,197.3696577527843,217.77323527098943,187.43705689747387,194.37189321650052,208.0644192599051,177.66371857044314,106.06729125976562,193.20894123408175,198.37869499572935,197.54457635704728,254.3987461121075,102.06007957458496,187.43487935831797,99.841064453125,213.02914672061885,74.54480361938475,187.28546980914487,196.04357519194463,185.71182401719332,186.2311163747707,188.86132843319928,103.95489501953126,102.4140739440918,191.7832544272938,193.71459569310582
173.91382847176482,174.9182606379644,191.3675096324584,187.1015136682044,188.0176845519906,182.63911351895305,190.9158493323074,195.54766759305133,198.3573798136041,183.15854887550913,180.05114322053825,188.93540094963257,181.8926395527294,183.67524631895202,175.559809486779,191.45055605425193,192.432449117337,182.01719593581348,178.3633572122352,185.28731152723734,193.37986040197063,192.49796038556948,193.55177822480886,188.13107805970876,189.40012542508506,179.79180038218263,197.36942906138114,191.6780649795435,180.77566452544087,188.09504994684318,175.67881357388598,195.55681048385557,176.75951764305938,178.9965501735186,182.4328288006043,179.91031602725405,189.40898784052436,186.6844214104604,186.9905308180715,185.3938381491068,190.74072431915118,184.49799431691847,176.85357525820064,193.5546179792414,177.41790779123335,205.1555825484433,177.1498376562674,184.3244326159605,178.1821884731164,113.80853271484375,183.46843814474255,184.77588636959686,195.19382218891235,196.2520728583026,179.95189574382954,183.28887966632922,190.8909814851894,180.43132474160473,178.65486766108233,188.19497010301643,194.0683411164544,174.36320285825488,189.7693526709209,194.65127330734848,182.7445701718165,190.60309171438058,180.15430689407768,186.5940210579294,182.04678305655523,182.50949315404796,175.46918610439403,184.3342141931676,192.73802659457385,183.30949041492593,190.40771931124462,192.88688851287213,191.35579688417744,188.433535980601,189.7216311431486,180.8978400104088,193.01975776447142,178.28347028388632,114.02922058105469,182.78795102639452,191.17617657770953,114.59078216552734,179.10898060941437,182.3094121820531,187.37115302278752,179.46747339982312,187.89038110113643,197.99518949020697,174.18606136763032,186.1026288110462,184.3260222064932,186.41890204749444
176.87226373083212,171.71856665518692,197.35414660731928,188.40597134815832,178.64795369529804,192.13801112559338,179.682624833631,219.434853722128,181.25522547307816,174.03461971209518,185.56859790562493,192.33211922452872,182.53016001438905,215.1622395021643,172.94923865466322,184.52180531150586,195.37489841076103,178.27190181516028,179.64268874329971,183.69931617560158,190.753662218248,192.61272800760062,185.3628177333782,194.6564429056507,186.52031985264364,187.16881286156394,195.76758229973444,182.46788725236524,188.6050127853504,182.28729653778174,175.74214492406176,200.15113571105113,195.24261640577885,189.26642733276955,188.19432539113853,184.13374476899423,200.56811321822357,176.15664120711048,191.14939795725013,188.6865161357078,194.5003515720302,181.5115927330806,188.4407182796523,175.1628510531705,177.3482127405377,171.91122313280363,194.812648568033,185.4692406358833,189.0923871621718,188.17776419650696,187.57801364552546,194.82915619977797,191.35232428581395,194.1515209307754,179.8486034719871,183.68690145937146,179.80303191845934,192.06726361866177,191.28618262764806,186.75498667730523,193.63505060297314,182.24036415210443,190.6315845720212,187.82790075161438,194.65399437064752,179.99750279045122,177.15610139959068,175.39462143402005,190.17263467294222,195.172204580416,184.46475025390433,187.64997593550518,193.29168899202432,181.98420315812598,182.41142839956535,191.44992279889848,181.66663106505018,175.95888353808002,114.10342407226562,187.9980517137999,183.40520822853549,190.02400222682897,182.26737199301385,188.40613820563505,192.31774438759908,192.11878164577828,194.39609111646834,192.40369380943437,188.17780056705476,176.15502900980727,191.79233990341262,192.58064626428342,186.60736704296397,111.7777214050293,190.40723932272417,182.15688925292554
189.97170830556033,187.12597189484717,192.6297621727482,184.0645175195736,183.9358756880571,191.28558187291114,179.1812673314273,184.40277477130553,189.67241757494745,191.50601697190552,179.4717043262938,178.74997477244324,190.96158670911598,178.95923767293576,182.2982011395405,196.25553165088124,196.06848606984113,187.91211888702247,197.91446050858767,194.98741988083907,196.6366412818218,195.94727527257902,192.6745912076261,172.00820777177202,190.40927649537977,194.56756353926647,185.82552393713576,195.5139962215992,196.70293653537314,184.43402298392726,184.47127195318077,198.5267636565705,107.29304504394531,186.15445726210808,219.7980837642105,181.9342652390278,193.6095266406737,174.57863473829295,189.7664390816416,182.96302810512265,189.10900654204488,182.28038553325786,177.02681379006583,191.7757388661931,194.40186893775584,106.44800186157227,185.7868801182618,183.72952705282125,192.26558701326002,107.70172500610349,191.09837992520934,183.7258020986781,186.03136157877617,188.52919727321878,183.2732800085926,180.97083365240144,178.77569607560304,110.36404418945312,110.71916580200195,182.29470544517923,183.33778811789952,190.4274116240985,193.8602588514741,189.54561618901863,181.20330456180878,184.55091621023433,172.02804395992652,187.5380182205323,189.12021015061458,194.3683901023148,181.1564243920715,188.10676338150571,196.05789845141643,184.5075613670159,194.47508322545426,188.06710988029104,179.85620110291143,178.99207103377842,177.4759189497451,181.14452423388863,194.64176110705213,111.45935821533203,113.47633361816406,180.63814877572224,113.98134994506836,105.89877128601076,100.04757308959961,192.29240353696167,214.69982781928002,176.93671994210607,181.0074162282614,181.67429195003766,114.50801849365234,111.0815544128418,192.79172548013275,190.67108987748662
194.48753368179794,188.25270132057562,181.77114984586487,190.31994349535205,185.78021928766435,205.1634038623231,193.19298434684754,212.37697349121763,215.2258080557508,186.7121623642588,205.90275204315577,181.62546312218316,186.59799632066822,208.26075924668228,189.62652083019248,219.6545677499687,206.30901383798985,193.68742114748218,203.9857850795737,188.23845254489336,203.43849905612734,210.94785948047246,207.06684674286376,203.50329667942498,191.2796086799353,199.36646841435365,201.61474772776774,196.8832708756002,175.4924892786502,243.38062865329033,85.08037185668945,188.8241505450742,240.5813028198007,228.81654290246658,201.3890073252511,182.05605166908833,200.59389694576197,215.94373098702957,206.35619166186729,196.29503585837966,186.59898469092263,190.85427243072067,236.94561932449184,175.79283907648195,187.73533876411693,212.5627916183448,196.59001068231532,178.52184095107344,198.64863071277847,88.25400733947754,104.74106979370117,206.4133919252214,182.15882612825334,179.11786247248583,243.06424490649496,111.94153213500977,194.1355237406973,223.0949280562944,89.94509506225587,198.98208865812273,202.48681928518997,211.08152431007892,83.59860801696779,196.1648365087071,205.2822570873446,191.05351019154523,111.18822479248047,186.43279090039212,196.26812039681408,199.745201343559,182.74060542175476,196.49395565346802,200.78231463615194,195.52175850800216,193.67715356163137,210.23192362532552,192.65082708400703,103.62246704101562,195.35791806698677,209.04440618358743,193.88801640345656,105.71854400634766,94.50944519042969,178.2242252224651,237.14910218109347,78.6333999633789,74.26679229736328,192.2982603913757,225.43798188219884,194.2147297159552,193.226792332394,188.61036869286184,106.6123046875,111.43115997314453,185.82438503678148,199.5359008985493
